City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,vaini,-21.2,-175.2,28.09,83,75,4.12,TO,1675223512
84,new norfolk,-42.7826,147.0587,18.29,35,62,1.79,AU,1675223518
85,tuktoyaktuk,69.4541,-133.0374,-39.0,74,0,1.54,CA,1675223520
86,morant bay,17.8815,-76.4093,25.79,76,26,5.89,JM,1675223699
87,upernavik,72.7868,-56.1549,-20.23,93,100,2.76,GL,1675223609
88,sitka,57.0531,-135.33,3.94,81,100,5.14,US,1675223700
89,gobabis,-22.45,18.9667,20.78,68,100,1.53,NA,1675223588
90,amahai,-3.3333,128.9167,29.66,69,85,1.31,ID,1675223701
91,bereda,43.2686,-7.5406,-1.59,100,29,1.22,ES,1675223701
92,jamestown,42.097,-79.2353,-7.94,85,40,1.54,US,1675223390
93,kudahuvadhoo,2.6708,72.8944,26.76,75,100,5.17,MV,1675223702
94,srivardhan,18.0333,73.0167,27.75,42,76,6.23,IN,1675223703
95,briancon,44.9,6.65,0.2,85,66,2.44,FR,1675223703
96,vila velha,-20.3297,-40.2925,24.97,83,20,2.06,BR,1675223614
97,klyuchi,52.2667,79.1667,-16.69,97,66,0.63,RU,1675223704
98,san rafael,-34.6177,-68.3301,20.08,63,31,5.72,AR,1675223705
99,tumpat,6.1978,102.171,27.83,85,20,1.54,MY,1675223706
100,akyab,20.15,92.9,24.08,43,82,1.75,MM,1675223706
101,vila franca do campo,37.7167,-25.4333,12.23,82,44,3.38,PT,1675223558
102,arraial do cabo,-22.9661,-42.0278,24.15,89,89,10.91,BR,1675223508
103,norman wells,65.282,-126.8329,-31.98,68,20,0.0,CA,1675223519
104,banda aceh,5.5577,95.3222,27.49,67,91,0.68,ID,1675223638
105,copiapo,-27.3667,-70.3333,16.83,71,3,1.3,CL,1675223470
106,ponta do sol,32.6667,-17.1,15.95,62,65,2.58,PT,1675223581
107,lompoc,34.6391,-120.4579,9.23,87,0,0.45,US,1675223427
108,kavieng,-2.5744,150.7967,28.78,71,91,3.8,PG,1675223514
109,nelson bay,-32.7167,152.15,27.83,73,42,4.02,AU,1675223636
110,talnakh,69.4865,88.3972,-17.87,96,100,4.5,RU,1675223608
111,bluff,-46.6,168.3333,17.15,87,100,3.58,NZ,1675223507
112,zabol,32.25,67.25,-2.36,71,28,3.7,AF,1675223709
113,lorengau,-2.0226,147.2712,28.19,75,61,3.72,PG,1675223678
114,mogadishu,2.0371,45.3438,24.93,83,75,6.17,SO,1675223710
115,college,64.8569,-147.8028,-9.03,80,75,3.09,US,1675223325
116,purwokerto,-7.4214,109.2344,30.31,68,100,0.32,ID,1675223711
117,abu dhabi,24.4667,54.3667,17.76,66,0,4.12,AE,1675223036
118,poum,-20.2333,164.0167,26.68,61,83,1.98,NC,1675223711
119,belaya gora,68.5333,146.4167,-23.62,99,99,2.13,RU,1675223713
120,narsaq,60.9167,-46.05,-7.88,94,100,1.25,GL,1675223655
121,taksimo,56.3444,114.8794,-15.88,72,100,2.12,RU,1675223715
122,etchoropo,26.7667,-109.6667,15.23,60,95,0.7,MX,1675223716
123,longyearbyen,78.2186,15.6401,-9.09,62,20,7.72,SJ,1675223518
124,ambilobe,-13.2,49.05,24.98,89,55,0.61,MG,1675223546
125,cabo san lucas,22.8909,-109.9124,18.67,65,67,2.14,MX,1675223226
126,puerto escondido,15.85,-97.0667,24.23,71,2,2.14,MX,1675223717
127,tilichiki,60.4667,166.1,-11.78,92,100,3.39,RU,1675223718
128,puerto del rosario,28.5004,-13.8627,14.86,63,75,3.6,ES,1675223718
129,hearst,49.6835,-83.6665,-26.86,100,95,1.27,CA,1675223719
130,omboue,-1.5746,9.2618,25.12,86,92,3.51,GA,1675223719
131,chuy,-33.6971,-53.4616,21.17,92,5,2.49,UY,1675223521
132,wewak,-3.5534,143.6268,29.32,69,53,4.47,PG,1675223720
133,vanavara,60.34,102.2797,-16.68,94,100,1.75,RU,1675223720
134,bethel,41.3712,-73.414,-1.66,60,75,2.06,US,1675223659
135,east london,-33.0153,27.9116,21.95,78,4,2.06,ZA,1675223552
136,shimsk,58.212,30.7127,-5.04,96,90,3.25,RU,1675223722
137,fare,-16.7,-151.0167,27.72,71,60,6.56,PF,1675223722
138,umm lajj,25.0213,37.2685,17.94,48,28,3.56,SA,1675223723
139,mahebourg,-20.4081,57.7,27.36,83,75,3.09,MU,1675223540
140,la rioja,42.25,-2.5,0.88,91,87,2.05,ES,1675223724
141,bredasdorp,-34.5322,20.0403,18.15,94,10,2.22,ZA,1675223539
142,karratha,-20.7377,116.8463,35.64,43,13,5.38,AU,1675223578
143,esperance,-33.8667,121.9,18.64,58,93,6.44,AU,1675223717
144,waiouru,-39.4833,175.6667,16.06,84,100,2.94,NZ,1675223726
145,elk city,35.412,-99.4043,-6.62,68,0,2.23,US,1675223369
146,beringovskiy,63.05,179.3167,-6.11,97,59,3.46,RU,1675223726
147,leningradskiy,69.3833,178.4167,-14.91,96,100,4.29,RU,1675223603
148,mackay,-21.15,149.2,28.99,81,100,5.62,AU,1675223534
149,pishva,35.308,51.7267,4.79,89,26,2.07,IR,1675223727
150,kruisfontein,-34.0033,24.7314,17.16,87,0,3.07,ZA,1675223612
151,gayny,60.3071,54.3241,-2.55,89,99,4.5,RU,1675223728
152,cururupu,-1.8283,-44.8683,23.67,95,100,1.49,BR,1675223728
153,ancud,-41.8697,-73.8203,10.2,85,0,1.18,CL,1675223701
154,hasaki,35.7333,140.8333,13.45,41,39,11.68,JP,1675223621
155,blackwater,-23.5833,148.8833,32.12,54,83,3.46,AU,1675223730
156,tasiilaq,65.6145,-37.6368,-11.91,72,95,3.3,GL,1675223512
157,nara,34.6851,135.8049,11.94,35,99,3.93,JP,1675223731
158,cayeli,41.0923,40.7292,7.91,91,100,2.49,TR,1675223731
159,bubaque,11.2833,-15.8333,24.99,55,14,6.21,GW,1675223732
160,saint-philippe,-21.3585,55.7679,26.73,86,91,5.09,RE,1675223540
161,agbor,6.2518,6.1934,24.01,92,7,1.63,NG,1675223733
162,spokane,47.6166,-117.3677,-2.77,80,100,2.06,US,1675223091
163,castro,-24.7911,-50.0119,17.31,98,100,1.22,BR,1675223521
164,biltine,14.5333,20.9167,21.21,19,27,3.8,TD,1675223734
165,evensk,61.95,159.2333,-10.13,96,100,1.78,RU,1675223734
166,skelleftea,64.7507,20.9528,-12.22,100,35,2.57,SE,1675223734
167,pandan,14.0453,124.1694,26.6,86,28,5.19,PH,1675223735
168,sorland,67.667,12.6934,1.92,62,59,2.69,NO,1675223618
169,ariquemes,-9.9133,-63.0408,21.37,99,100,0.79,BR,1675223735
170,port hardy,50.6996,-127.4199,3.1,87,100,6.69,CA,1675223519
171,todos santos,23.45,-110.2167,17.8,94,93,1.34,MX,1675223678
172,zuwarah,32.9312,12.082,11.44,59,17,3.74,LY,1675223736
173,bridlington,54.0831,-0.1919,7.16,72,98,12.69,GB,1675223737
174,ust-tarka,55.5672,75.705,-20.89,96,12,2.5,RU,1675223737
175,mopipi,-21.1833,24.8833,21.4,82,100,1.65,BW,1675223738
176,san patricio,28.017,-97.5169,3.93,84,100,6.12,US,1675223514
177,naze,28.3667,129.4833,20.51,65,79,6.07,JP,1675223705
178,anchorage,61.2181,-149.9003,-0.92,93,100,0.0,US,1675223309
179,brae,60.3964,-1.353,6.37,87,97,17.2,GB,1675223739
180,souillac,-20.5167,57.5167,26.21,83,75,3.09,MU,1675223686
181,luderitz,-26.6481,15.1594,15.5,91,7,4.36,NA,1675223672
182,torbay,47.6666,-52.7314,0.88,95,100,5.66,CA,1675223504
183,saint george,37.1041,-113.5841,-0.32,37,0,4.12,US,1675223547
184,utinga,-5.8172,-35.3954,26.47,78,20,4.12,BR,1675223740
185,constitucion,-35.3333,-72.4167,12.58,81,1,3.41,CL,1675223740
186,mehamn,71.0357,27.8492,0.97,64,40,8.23,NO,1675223688
187,san quintin,30.4833,-115.95,12.88,64,59,2.36,MX,1675223566
188,bandarbeyla,9.4942,50.8122,23.85,68,12,5.07,SO,1675223741
189,iskandar,41.5539,69.7008,2.47,74,100,4.53,UZ,1675223742
190,clyde river,70.4692,-68.5914,-30.87,69,0,2.57,CA,1675223536
191,sur,22.5667,59.5289,20.1,69,6,2.59,OM,1675223742
192,podgornoye,51.735,39.1496,-3.88,93,100,2.0,RU,1675223743
193,west des moines,41.572,-93.7453,-8.94,67,20,3.09,US,1675223537
194,usvyaty,55.7456,30.7533,-2.83,85,100,3.78,RU,1675223744
195,nantucket,41.2835,-70.0995,0.08,65,100,6.69,US,1675223472
196,isangel,-19.55,169.2667,32.06,70,75,2.06,VU,1675223556
197,rio grande,-32.035,-52.0986,23.31,84,0,0.51,BR,1675223639
198,aklavik,68.2191,-135.0107,-35.12,100,68,2.46,CA,1675223603
199,luau,-10.7073,22.2247,16.61,93,100,1.39,AO,1675223747
200,san rafael del sur,11.8485,-86.4384,23.54,69,9,6.98,NI,1675223747
201,sao mateus do maranhao,-4.0417,-44.475,22.38,98,100,0.76,BR,1675223748
202,necochea,-38.5473,-58.7368,18.44,85,100,3.61,AR,1675223748
203,niksar,40.5917,36.9517,2.52,96,100,1.39,TR,1675223749
204,jacareacanga,-6.2222,-57.7528,21.71,96,90,0.28,BR,1675223749
205,zhezkazgan,47.8043,67.7144,-18.01,85,75,3.0,KZ,1675223750
206,bengkulu,-3.8004,102.2655,27.99,70,100,3.67,ID,1675223647
207,ballitoville,-29.539,31.2144,22.91,88,0,3.6,ZA,1675223750
208,saldanha,-33.0117,17.9442,16.03,92,0,5.35,ZA,1675223562
209,noumea,-22.2763,166.4572,31.99,66,84,2.87,NC,1675223751
210,kaitangata,-46.2817,169.8464,18.62,83,99,2.77,NZ,1675223572
211,yellowknife,62.456,-114.3525,-31.71,68,0,5.66,CA,1675223524
212,kutum,14.2,24.6667,16.54,22,57,2.68,SD,1675223546
213,soyo,-6.1349,12.3689,26.27,85,100,4.22,AO,1675223752
214,jinxiang,27.4327,120.6062,17.77,56,0,1.3,CN,1675223752
215,bilma,18.6853,12.9164,14.54,30,100,6.02,NE,1675223753
216,kaeo,-35.1,173.7833,26.29,82,99,3.48,NZ,1675223620
217,laem sing,12.4816,102.0738,30.59,83,95,1.43,TH,1675223753
218,north bend,43.4065,-124.2243,4.95,81,0,0.0,US,1675223754
219,pisco,-13.7,-76.2167,23.03,78,0,3.09,PE,1675223754
220,kamaishi,39.2667,141.8833,6.75,57,77,8.91,JP,1675223755
221,nome,64.5011,-165.4064,-5.96,100,100,0.0,US,1675223634
222,tual,-5.6667,132.75,28.28,76,86,6.13,ID,1675223755
223,ilulissat,69.2167,-51.1,-18.99,71,75,1.03,GL,1675223587
224,mahon,39.8885,4.2658,9.31,76,40,3.6,ES,1675223756
225,auki,-8.7676,160.7034,29.17,70,90,4.45,SB,1675223757
226,verkhnyaya inta,65.9811,60.3094,-4.78,80,76,7.83,RU,1675223757
227,maniitsoq,65.4167,-52.9,-16.64,77,91,5.48,GL,1675223758
228,cidreira,-30.1811,-50.2056,23.61,92,0,1.87,BR,1675223571
229,gold coast,-28.0,153.4333,34.87,83,40,6.69,AU,1675223710
230,asosa,10.0667,34.5333,18.63,24,14,2.36,ET,1675223759
231,taltal,-25.4,-70.4833,20.1,84,59,0.71,CL,1675223759
232,san cristobal,7.7669,-72.225,19.1,90,87,1.03,VE,1675223760
233,port perry,44.1068,-78.9444,-10.73,95,73,1.76,CA,1675223760
234,selaphum,16.0299,103.9383,27.27,34,16,1.87,TH,1675223761
235,woodward,36.4337,-99.3904,-7.43,70,0,2.57,US,1675223761
236,folldal,62.1325,9.9968,-8.23,93,100,0.98,NO,1675223761
237,cherskiy,68.75,161.3,-24.65,100,56,2.74,RU,1675223736
238,rajanpur,29.1035,70.325,16.26,42,0,1.52,PK,1675223762
239,alofi,-19.0595,-169.9187,24.94,94,100,2.06,NU,1675223657
240,mar del plata,-38.0023,-57.5575,21.72,86,75,4.92,AR,1675223547
241,carnarvon,-24.8667,113.6333,27.57,66,38,6.66,AU,1675223548
242,raudeberg,61.9875,5.1352,2.37,1,100,6.89,NO,1675223764
243,matay,28.419,30.7792,9.23,58,1,3.89,EG,1675223764
244,aguie,13.506,7.7786,18.59,14,72,4.54,NE,1675223765
245,sao joao do paraiso,-15.3136,-42.0144,16.78,95,23,1.61,BR,1675223765
246,bilibino,68.0546,166.4372,-14.43,88,96,2.41,RU,1675223605
247,ust-nera,64.5667,143.2,-22.94,95,100,1.79,RU,1675223766
248,ardakan,32.31,54.0175,10.8,53,43,3.5,IR,1675223767
249,iki-burul,45.8208,44.6472,-0.07,80,65,2.95,RU,1675223767
250,makurdi,7.7411,8.5121,26.6,47,70,1.44,NG,1675223646
251,kaduqli,11.0167,29.7167,22.51,19,40,3.8,SD,1675223768
252,tengzhou,35.0771,117.1518,5.47,31,95,7.64,CN,1675223768
253,namatanai,-3.6667,152.4333,28.58,71,99,3.55,PG,1675223635
254,severo-kurilsk,50.6789,156.125,-3.57,52,66,1.56,RU,1675223559
255,srednekolymsk,67.45,153.6833,-29.18,95,97,1.03,RU,1675223770
256,kununurra,-15.7667,128.7333,31.99,66,75,1.54,AU,1675223770
257,kulhudhuffushi,6.6221,73.07,26.91,74,100,5.97,MV,1675223747
258,klaksvik,62.2266,-6.589,3.51,91,96,11.95,FO,1675223695
259,guerrero negro,27.9769,-114.0611,13.56,59,10,4.0,MX,1675223542
260,wad rawah,15.1603,33.1397,21.89,21,2,6.5,SD,1675223771
261,taoudenni,22.6783,-3.9836,12.77,23,98,5.4,ML,1675223701
262,qandala,11.472,49.8728,22.65,72,30,2.4,SO,1675223772
263,palmer,42.1584,-72.3287,-3.35,59,40,2.57,US,1675223571
264,amapa,1.0,-52.0,21.15,99,97,1.04,BR,1675223773
265,edmundston,47.3737,-68.3251,-18.37,76,0,2.06,CA,1675223640
266,okhotsk,59.3833,143.3,-16.83,95,100,5.65,RU,1675223769
267,broome,42.2506,-75.833,-6.97,82,0,2.06,US,1675223774
268,hobyo,5.3505,48.5268,24.46,69,6,6.34,SO,1675223774
269,port elizabeth,-33.918,25.5701,20.17,94,0,1.54,ZA,1675223585
270,jalu,29.0331,21.5482,9.9,70,3,5.73,LY,1675223525
271,arlit,18.7369,7.3853,15.66,22,27,3.73,NE,1675223775
272,nuqui,5.7125,-77.2708,24.92,83,26,0.57,CO,1675223776
273,bambous virieux,-20.3428,57.7575,27.34,83,75,3.09,MU,1675223505
274,zonguldak,41.25,31.8333,-0.75,98,100,1.41,TR,1675223777
275,cockburn town,21.4612,-71.1419,25.0,72,89,8.68,TC,1675223750
276,davydivka,48.121,25.5646,1.9,62,98,4.2,UA,1675223778
277,fayaoue,-20.65,166.5333,27.15,69,47,0.96,NC,1675223778
278,manaquiri,-3.3167,-60.35,24.27,97,95,1.47,BR,1675223779
279,hun,29.1268,15.9477,7.26,73,5,3.54,LY,1675223779
280,pevek,69.7008,170.3133,-15.2,85,25,1.32,RU,1675223538
281,aleksandrov gay,50.147,48.5704,-5.9,75,63,3.69,RU,1675223781
282,sao joao da barra,-21.6403,-41.0511,24.35,87,44,8.55,BR,1675223779
283,avera,33.194,-82.5271,16.03,96,100,2.81,US,1675223547
284,yumen,40.2833,97.2,-4.1,32,100,2.19,CN,1675223782
285,viedma,-40.8135,-62.9967,15.96,68,52,3.11,AR,1675223783
286,talakan,50.3167,130.3667,-18.33,85,95,3.35,RU,1675223784
287,sioux lookout,50.1001,-91.917,-23.96,84,0,1.54,CA,1675223785
288,kaiwaka,-36.1667,174.45,23.57,75,86,4.11,NZ,1675223786
289,bathsheba,13.2167,-59.5167,24.34,78,20,5.14,BB,1675223635
290,mosquera,4.7059,-74.2302,10.05,100,20,1.03,CO,1675223786
291,lavrentiya,65.5833,-171.0,-12.24,98,97,2.37,RU,1675223787
292,alice springs,-23.7,133.8833,26.75,57,100,3.6,AU,1675223560
293,yuli,9.6989,10.2744,22.39,20,96,2.76,NG,1675223788
294,shelburne,44.0787,-80.2041,-13.75,91,38,3.38,CA,1675223789
295,havelock,34.8791,-76.9013,14.97,89,100,0.0,US,1675223789
296,katsuura,35.1333,140.3,12.01,54,35,11.3,JP,1675223723
297,airai,-8.9266,125.4092,21.56,80,80,1.34,TL,1675223630
298,vanimo,-2.6741,141.3028,28.38,76,94,2.3,PG,1675223790
299,teya,60.3778,92.6267,-14.39,96,99,1.07,RU,1675223537
300,gualaquiza,-3.4,-78.55,18.09,97,85,0.41,EC,1675223791
301,toora-khem,52.4675,96.11,-17.15,95,93,0.94,RU,1675223792
302,coatepec,19.45,-96.9667,16.75,91,98,0.49,MX,1675223792
303,tura,25.5198,90.2201,24.64,35,28,1.1,IN,1675223792
304,bria,6.5423,21.9863,21.89,34,0,0.28,CF,1675223793
305,mosetse,-20.75,26.65,20.96,75,100,1.87,BW,1675223793
306,peterhead,57.5058,-1.7981,4.22,66,19,15.33,GB,1675223794
307,pleasant grove,40.3641,-111.7385,-7.41,74,20,1.54,US,1675223794
308,nanortalik,60.1432,-45.2371,-9.82,82,99,2.57,GL,1675223619
309,quisqueya,18.5554,-69.4081,22.94,89,5,3.25,DO,1675223795
310,kieta,-6.2167,155.6333,29.36,70,86,3.07,PG,1675223648
311,coahuayana,18.7333,-103.6833,20.26,91,6,1.57,MX,1675223680
312,idukki,9.85,76.9667,25.78,54,89,0.26,IN,1675223796
313,najran,17.4924,44.1277,13.36,43,67,2.83,SA,1675223796
314,huarmey,-10.0681,-78.1522,22.16,78,99,2.74,PE,1675223796
315,lasa,46.6166,10.7002,-2.77,89,25,2.84,IT,1675223797
316,praia,14.9215,-23.5087,20.3,77,40,7.2,CV,1675223617
317,sao filipe,14.8961,-24.4956,21.22,73,90,4.81,CV,1675223525
318,moron,-34.6534,-58.6198,24.98,81,71,3.05,AR,1675223798
319,jinka,5.65,36.65,18.5,54,28,1.07,ET,1675223798
320,lagoa,39.05,-27.9833,13.88,68,99,5.12,PT,1675223611
321,pag,44.445,15.0575,-0.68,72,1,2.11,HR,1675223717
322,fortuna,40.5982,-124.1573,6.19,85,0,0.0,US,1675223582
323,muroto,33.2833,134.15,11.54,59,96,4.68,JP,1675223799
324,codrington,-38.2667,141.9667,16.72,45,100,5.13,AU,1675223545
325,nianzishan,47.5167,122.8833,-8.84,61,68,4.78,CN,1675223800
326,henties bay,-22.116,14.2845,17.44,87,100,2.56,NA,1675223800
327,los llanos de aridane,28.6585,-17.9182,13.86,75,40,4.12,ES,1675223692
328,turukhansk,65.8167,87.9833,-16.55,96,98,4.26,RU,1675223584
329,port macquarie,-31.4333,152.9167,28.27,63,6,6.4,AU,1675223500
330,volkhov,59.9258,32.3382,-1.69,94,99,3.81,RU,1675223801
331,portland,45.5234,-122.6762,3.36,70,75,1.54,US,1675223318
332,kwinana,-32.25,115.7667,28.99,42,0,2.24,AU,1675223802
333,camacha,33.0833,-16.3333,13.68,63,20,7.2,PT,1675223802
334,komsomolets,53.7453,62.0708,-16.13,89,52,2.96,KZ,1675223803
335,vostok,46.4856,135.8833,-12.73,80,100,1.98,RU,1675223575
336,yulara,-25.2406,130.9889,33.3,12,3,5.83,AU,1675223624
337,pangoa,-12.1167,-73.0,19.71,99,88,0.46,PE,1675223804
338,barentu,15.1139,37.5928,18.78,52,36,1.34,ER,1675223804
339,dunedin,-45.8742,170.5036,18.22,10,100,1.34,NZ,1675223804
340,namibe,-15.1961,12.1522,21.92,82,100,2.35,AO,1675223687
341,balabac,7.9868,117.0645,27.75,81,29,7.44,PH,1675223805
342,tsumeb,-19.2333,17.7167,19.59,84,100,1.9,NA,1675223805
343,coffs harbour,-30.3,153.1333,29.52,69,27,3.6,AU,1675223806
344,ouadda,8.0777,22.4007,18.7,23,5,1.08,CF,1675223806
345,igrim,63.1906,64.4162,-7.86,91,100,4.16,RU,1675223807
346,monrovia,6.3005,-10.7969,23.87,90,11,1.65,LR,1675223579
347,roebourne,-20.7833,117.1333,36.87,37,27,4.16,AU,1675223808
348,port blair,11.6667,92.75,29.02,74,20,2.06,IN,1675223452
349,abha,18.2164,42.5053,9.14,62,0,0.0,SA,1675223808
350,mutis,6.2262,-77.4044,25.32,81,92,1.64,CO,1675223809
351,itarema,-2.9248,-39.9167,25.08,89,43,4.74,BR,1675223561
352,ostrow mazowiecka,52.8024,21.8951,3.68,97,100,8.78,PL,1675223809
353,dicabisagan,17.0818,122.4157,26.42,68,92,1.99,PH,1675223810
354,makakilo city,21.3469,-158.0858,26.86,73,75,3.6,US,1675223760
355,buchanan,5.8808,-10.0467,25.11,91,0,1.6,LR,1675223810
356,oranjemund,-28.55,16.4333,17.45,90,70,2.65,NA,1675223811
357,adrar,20.5022,-10.0711,14.88,15,19,4.68,MR,1675223812
358,rtishchevo,52.2604,43.7874,-2.71,96,100,4.33,RU,1675223812
359,barinas,8.6226,-70.2075,23.25,46,1,1.57,VE,1675223523
360,pimentel,-6.8367,-79.9342,23.16,68,0,5.14,PE,1675223516
361,yashkul,46.1711,45.3435,-1.33,71,41,2.73,RU,1675223813
362,athabasca,54.7169,-113.2854,-15.77,97,100,0.59,CA,1675223759
363,valdemarpils,57.3707,22.5919,0.2,97,100,2.91,LV,1675223814
364,okakarara,-20.5833,17.4333,20.52,76,100,1.09,NA,1675223814
365,naifaru,5.4444,73.3657,26.87,75,100,5.55,MV,1675223815
366,guanica,17.9716,-66.908,24.46,61,3,3.3,PR,1675223815
